id,Synopstationsnummer,Stationsname,Länge [°E],Breite [°N],Höhe [m],Startdatum,Enddatum,Bundesland,Sonnenschein,Globalstrahlung,Synop,Verknüpfungsnummer,Startdatum Teilzeitreihe,Enddatum Teilzeitreihe,zusammengesetzt
20010,,Fresach,13.695,46.71444,748.0,1973-10-01 00:00:00+00:00,2008-09-30 00:00:00+00:00,Kärnten,True,False,,203,1973-10-01 00:00:00+00:00,2008-09-30 23:59:59+00:00,nein
20011,11226,Fresach,13.68528,46.71528,683.0,2008-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,203,2008-10-01 00:00:00+00:00,,nein
20020,11212,Villacher Alpe,13.67333,46.60361,2140.0,1921-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,False,,,,,nein
20021,11265,Villacher Alpe,13.67278,46.60361,2117.0,1994-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
20100,,Kanzelhöhe,13.906667,46.678055,1526.0,1953-04-01 00:00:00+00:00,2001-12-31 00:00:00+00:00,Kärnten,True,False,,122,1953-04-01 00:00:00+00:00,2001-12-31 23:59:59+00:00,nein
20101,11216,Kanzelhöhe,13.90194,46.67722,1520.0,2002-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,122,2002-01-01 00:00:00+00:00,,nein
20102,,Kanzelhöhe,13.9,46.666668,1477.0,1938-01-01 00:00:00+00:00,1952-12-31 00:00:00+00:00,Kärnten,True,False,,122,1938-01-01 00:00:00+00:00,1952-12-31 23:59:59+00:00,nein
20105,11275,Arriach,13.85244,46.72769,890.2,1990-06-21 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
20106,,Arriach,13.85,46.733334,896.0,1947-08-07 00:00:00+00:00,1952-06-30 00:00:00+00:00,Kärnten,True,False,,,,,nein
20110,,Velden,14.033334,46.616665,535.0,1961-01-01 00:00:00+00:00,1982-12-31 00:00:00+00:00,Kärnten,True,False,,,,,nein
20116,,Villach Vassach,13.85,46.633335,533.0,1930-01-01 00:00:00+00:00,1947-08-31 00:00:00+00:00,Kärnten,False,False,,100,1930-01-01 00:00:00+00:00,1947-08-31 23:59:59+00:00,nein
20117,,Villach Perau,13.85,46.599998,493.0,1951-07-01 00:00:00+00:00,1954-12-31 00:00:00+00:00,Kärnten,False,False,,100,1951-07-01 00:00:00+00:00,1954-12-31 23:59:59+00:00,nein
20118,,Villach Seebach,13.8775,46.61694,492.0,1969-04-01 00:00:00+00:00,1981-12-31 00:00:00+00:00,Kärnten,True,False,,100,1969-04-01 00:00:00+00:00,1981-12-31 23:59:59+00:00,nein
20119,,Villach Maria Gail,13.883333,46.599998,504.0,1955-05-01 00:00:00+00:00,1968-12-31 00:00:00+00:00,Kärnten,False,False,,100,1955-05-01 00:00:00+00:00,1968-12-31 23:59:59+00:00,nein
20121,,Villach Seebach,13.85,46.633335,495.0,1948-02-01 00:00:00+00:00,1951-06-30 00:00:00+00:00,Kärnten,False,False,,100,1948-02-01 00:00:00+00:00,1951-06-30 23:59:59+00:00,nein
20122,,Villach,13.86667,46.61667,495.0,1982-06-01 00:00:00+00:00,1993-11-30 00:00:00+00:00,Kärnten,True,False,,100,1982-06-01 00:00:00+00:00,1993-11-30 23:59:59+00:00,nein
20123,11213,Villach Stadt,13.87389,46.61806,493.0,1993-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,100,1993-12-01 00:00:00+00:00,,nein
20200,,Ferlach,14.303333,46.532501,474.0,1953-05-01 00:00:00+00:00,2002-03-31 00:00:00+00:00,Kärnten,True,False,,120,1953-05-01 00:00:00+00:00,2002-03-31 23:59:59+00:00,nein
20201,,Ferlach,14.295278,46.530277,460.0,2002-05-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten,False,False,,120,2002-05-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
20202,11235,Ferlach,14.31417,46.53111,459.1,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,120,2008-01-01 00:00:00+00:00,,nein
20203,,Klagenfurt Stadtpfarramt,14.307222,46.625832,446.0,1923-09-01 00:00:00+00:00,1940-12-31 00:00:00+00:00,Kärnten,False,False,,,,,nein
20204,,Klagenfurt Fliegerhorst,14.326944,46.645832,448.0,1939-03-01 00:00:00+00:00,1945-01-31 00:00:00+00:00,Kärnten,True,False,,,,,nein
20205,,Klagenfurt St. Martin,14.283334,46.633335,454.0,1944-06-01 00:00:00+00:00,1950-04-19 00:00:00+00:00,Kärnten,True,False,,,,,nein
20209,8989076,Klagenfurt/HTL1-Lastenstraße,14.316667,46.61944,441.0,2021-04-21 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
20210,,Klagenfurt Flughafen,14.33333,46.65001,447.0,1885-09-02 00:00:00+00:00,1991-03-31 00:00:00+00:00,Kärnten,True,True,,48,1952-07-01 00:00:00+00:00,1991-03-31 23:59:59+00:00,nein
20211,11231,Klagenfurt Flughafen,14.33333,46.65001,447.0,1991-04-01 00:00:00+00:00,1996-08-31 00:00:00+00:00,Kärnten,True,True,,48,1991-04-01 00:00:00+00:00,1996-08-31 23:59:59+00:00,nein
20212,11331,Klagenfurt Flughafen,14.31833,46.64833,450.0,1996-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,48,1996-09-01 00:00:00+00:00,,nein
20213,,Klagenfurt,14.333333,46.650002,447.0,1996-11-01 00:00:00+00:00,2008-03-31 00:00:00+00:00,Kärnten,True,False,,,,,nein
20214,,Klagenfurt Landesmuseum,14.312222,46.620833,449.0,1831-04-01 00:00:00+00:00,1952-07-15 00:00:00+00:00,Kärnten,True,False,,,,,nein
20219,,Pörtschach,14.166667,46.633335,441.0,1978-05-01 00:00:00+00:00,1982-09-30 00:00:00+00:00,Kärnten,False,False,,198,1978-05-01 00:00:00+00:00,1982-09-30 23:59:59+00:00,nein
20220,11278,Pörtschach,14.16528,46.63083,450.0,1982-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,198,1982-10-01 00:00:00+00:00,,nein
20230,,Rupertiberg,14.1,46.566666,715.0,1964-04-01 00:00:00+00:00,1993-12-31 00:00:00+00:00,Kärnten,False,False,,,,,nein
20240,,Feistritz im Rosental,14.14555,46.52833,466.0,1962-12-01 00:00:00+00:00,1980-06-30 00:00:00+00:00,Kärnten,False,False,,,,,nein
20270,11227,Feldkirchen,14.09694,46.72194,546.4,1995-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
20300,,Höhenbergen bei Tainach,14.55,46.638054,437.0,1978-05-01 00:00:00+00:00,2006-12-31 00:00:00+00:00,Kärnten,False,False,,,,,nein
20305,,Hörzendorf/St.Veit,14.346389,46.732224,492.0,1961-01-01 00:00:00+00:00,1968-04-30 00:00:00+00:00,Kärnten,False,False,,,,,nein
20330,,Hochobir,14.483334,46.5,2041.0,1880-08-01 00:00:00+00:00,1944-06-30 00:00:00+00:00,Kärnten,True,False,,,,,nein
20400,,St. Michael ob Bleiburg,14.75,46.583332,500.0,1961-01-01 00:00:00+00:00,1991-03-31 00:00:00+00:00,Kärnten,False,False,,91,1961-01-01 00:00:00+00:00,1991-03-31 23:59:59+00:00,nein
20401,,Feistritz ob Bleiburg,14.76583,46.55833,527.0,1991-10-01 00:00:00+00:00,1999-08-31 00:00:00+00:00,Kärnten,False,False,,91,1991-10-01 00:00:00+00:00,1999-08-31 23:59:59+00:00,nein
20402,,St. Michael ob Bleiburg,14.765833,46.579166,490.0,1999-09-01 00:00:00+00:00,2000-09-30 00:00:00+00:00,Kärnten,False,False,,91,1999-09-01 00:00:00+00:00,2000-09-01 23:59:59+00:00,nein
20403,,St. Michael ob Bleiburg,14.749444,46.578335,500.0,2000-10-01 00:00:00+00:00,2002-12-31 00:00:00+00:00,Kärnten,False,False,,91,2000-10-01 00:00:00+00:00,2002-12-31 23:59:59+00:00,nein
20404,,Feistritz ob Bleiburg,14.7675,46.55917,530.0,2003-08-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten,False,False,,91,2003-08-01 00:00:00+00:00,2007-08-31 23:59:59+00:00,nein
20405,,Völkermarkt,14.633333,46.666668,465.0,1950-12-01 00:00:00+00:00,1977-12-31 00:00:00+00:00,Kärnten,False,False,,188,1950-12-01 00:00:00+00:00,1977-12-31 23:59:59+00:00,nein
20406,,Völkermarkt Goldbrunnhof,14.633333,46.666668,465.0,1978-01-01 00:00:00+00:00,1978-03-31 00:00:00+00:00,Kärnten,False,False,,188,1978-01-01 00:00:00+00:00,1978-03-31 23:59:59+00:00,nein
20408,11224,Völkermarkt,14.618611,46.661388,473.1,2008-07-23 00:00:00+00:00,2015-10-13 00:00:00+00:00,Kärnten,True,True,,188,2008-07-23 00:00:00+00:00,2015-10-13 23:59:59+00:00,nein
20411,11257,Völkermarkt Goldbrunnhof,14.639167,46.670834,466.0,2015-10-20 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,188,2015-10-20 00:00:00+00:00,,nein
20412,11232,Feistritz ob Bleiburg,14.765,46.561389,523.0,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,91,2007-09-01 00:00:00+00:00,,nein
20500,,St. Paul im Lavanttal,14.866667,46.700001,384.0,1962-01-01 00:00:00+00:00,1981-12-31 00:00:00+00:00,Kärnten,False,False,,209,1962-01-01 00:00:00+00:00,1981-12-31 23:59:59+00:00,nein
20501,,St. Paul im Lavanttal,14.866667,46.700001,409.0,1936-01-01 00:00:00+00:00,1961-09-30 00:00:00+00:00,Kärnten,False,False,,209,1936-01-01 00:00:00+00:00,1961-09-30 23:59:59+00:00,nein
20600,,Wiel,15.129444,46.746113,928.0,1965-04-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
20900,,Bad Radkersburg,15.983334,46.700001,208.0,1972-04-01 00:00:00+00:00,1992-12-31 00:00:00+00:00,Steiermark,False,False,,11,1972-04-01 00:00:00+00:00,1992-07-31 23:59:59+00:00,nein
20901,11248,Bad Radkersburg,15.97861,46.68667,208.0,1992-11-01 00:00:00+00:00,2000-12-31 00:00:00+00:00,Steiermark,True,True,,11,1992-08-01 00:00:00+00:00,2000-12-31 23:59:59+00:00,nein
20902,11248,Bad Radkersburg,15.97944,46.68583,209.8,2001-02-01 00:00:00+00:00,2016-04-06 00:00:00+00:00,Steiermark,True,True,,11,2001-02-01 00:00:00+00:00,2016-03-31 23:59:59+00:00,nein
20903,11264,Bad Radkersburg,15.99333,46.69222,207.0,2016-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,11,2016-04-01 00:00:00+00:00,,nein
21100,,Loibl Tunnel,14.25,46.444443,1098.0,1959-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten,False,False,,206,1959-01-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
21101,11217,Loibl Tunnel,14.24917,46.44389,1096.9,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,206,2008-01-01 00:00:00+00:00,,nein
21300,11234,Bad Eisenkappel,14.59333,46.49056,623.0,1982-11-18 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,21,1983-01-01 00:00:00+00:00,,nein
21302,,Eisenkappel,14.6,46.483334,605.0,1967-03-01 00:00:00+00:00,1982-12-31 00:00:00+00:00,Kärnten,True,False,,21,1967-03-01 00:00:00+00:00,1982-12-31 23:59:59+00:00,nein
